Severity,Source IP,Destination IP,FQDN,Beacon Score,Strobe,Total Duration,Long Connection Score,Subdomains,C2 Over DNS Score,Threat Intel,Prevalence,First Seen,Missing Host Header,Connection Count,Total Bytes,Port:Proto:Service,Modifiers
None,192.168.2.77,::,targetednotifications-tm.trafficmanager.net,0.26,false,417.902555,0,0,0,false,0.3333333333333333,17 hours ago,false,5,33663,"443:tcp:ssl",""
None,192.168.2.77,::,config.edge.skype.com,0.247,false,502.379046,0,0,0,false,0.6666666666666666,12 hours ago,false,5,53751,"443:tcp:ssl","rare_signature:17d10447a2d4c0606d8d31ba03f2b679"
None,192.168.2.79,::,download.windowsupdate.com,0.194,false,136.83844299999998,0,0,0,false,0.5,19 hours ago,false,4,2234059,"80:tcp:http","rare_signature:Windows-Update-Agent/1307.2407.15032.0 Client-Protocol/2.80"
None,192.168.2.77,::,visualstudio-devdiv-c2s.msedge.net,0.161,false,276.011471,0,0,0,false,0.3333333333333333,17 hours ago,false,5,38237,"443:tcp:ssl",""
None,192.168.2.77,184.150.70.131,,0.141,false,245.20289,0,0,0,false,0.16666666666666666,1 day ago,false,5,550688,"443:tcp:ssl,443:tcp:",""
None,192.168.2.77,::,az700632.vo.msecnd.net,0.137,false,1049.190921,0,0,0,false,0.3333333333333333,17 hours ago,false,13,105590,"443:tcp:ssl",""
None,192.168.2.77,151.101.126.172,,0.463,false,596.4896580000001,0,0,0,false,0.5,12 hours ago,false,14,37557407,"80:tcp:http",""
None,192.168.2.77,::,ecs.office.com,0.343,false,200.70374800000002,0,0,0,false,0.6666666666666666,15 hours ago,false,4,33409,"443:tcp:ssl",""
None,192.168.2.82,184.150.49.33,,0.324,false,453.632578,0,0,0,false,0.5,8 hours ago,false,7,7816,"80:tcp:http,icmp:8/0",""
None,192.168.2.77,13.107.42.16,,0.306,false,502.379047,0,0,0,false,0.5,12 hours ago,false,6,56307,"443:tcp:ssl,443:udp:",""
None,192.168.2.82,::,login.live.com,0.3,false,1.172443,0,0,0,false,0.6666666666666666,20 hours ago,false,4,88006,"443:tcp:ssl",""
None,192.168.2.77,::,login.live.com,0.254,false,1.5533109999999999,0,0,0,false,0.6666666666666666,8 hours ago,false,6,133225,"443:tcp:ssl",""
None,192.168.2.82,::,fe3cr.delivery.mp.microsoft.com,0.201,false,22.602062,0,0,0,false,0.6666666666666666,20 hours ago,false,13,573647,"443:tcp:ssl",""
None,192.168.2.77,::,fe3cr.delivery.mp.microsoft.com,0.143,false,10.91546,0,0,0,false,0.6666666666666666,18 hours ago,false,4,163891,"443:tcp:ssl",""
